"","budget","id","imdb_id","original_language","original_title","popularity","release_year","release_date","revenue","runtime","title","vote_average","vote_count"
"1753",2e+07,10426,"tt0293815","en","Friday After Next",5.794821,2002,"11/22/02",33526835,85,"Friday After Next",6,103
"1754",4e+07,15074,"tt0283160","en","Extreme Ops",2.947411,2002,"11/27/02",10959475,93,"Extreme Ops",5,28
"1755",4.7e+07,2103,"tt0307479","en","Solaris",10.642824,2002,"11/27/02",30002758,99,"Solaris",5.9,378
"1756",1.7e+07,23303,"tt0101356","en","Another You",7.327229,1991,"7/26/91",0,94,"Another You",4.9,22
"1757",650000,25239,"tt0077713","en","Day of the Woman",12.412877,1978,"11/2/78",0,101,"I Spit on Your Grave",5.8,140
"1758",4e+06,13945,"tt0084749","en","The Sword and the Sorcerer",3.523637,1982,"4/1/82",39103425,100,"The Sword and the Sorcerer",5.6,30
"1759",3500000,14433,"tt0058777","en","Zulu",11.604242,1964,"1/22/64",8e+06,138,"Zulu",7.4,137
"1760",1.9e+07,2757,"tt0268126","en","Adaptation.",11.624481,2002,"12/6/02",32801173,114,"Adaptation.",7.3,649
"1761",2e+07,7299,"tt0238380","en","Equilibrium",12.671637,2002,"12/6/02",5359645,107,"Equilibrium",6.9,1584
"1762",0,279784,"tt0304729","en","Soap Girl",0.003438,2002,"9/1/02",0,0,"Soap Girl",0,0
"1763",0,31695,"tt0083326","en","Whose Life Is It Anyway?",2.236259,1981,"12/2/81",0,119,"Whose Life Is It Anyway?",6.6,8
"1764",0,76397,"tt0083365","en","Zoot Suit",1.128317,1981,"10/2/81",0,103,"Zoot Suit",6.9,4
"1765",2e+07,40952,"tt0083542","en","Alone in the Dark",1.057387,1982,"11/12/82",8178569,93,"Alone in the Dark",5.5,26
"1766",0,38849,"tt0083557","en","Android",1.295139,1982,"10/15/82",0,80,"Android",5.6,18
"1767",0,29743,"tt0080393","it","Attila flagello di Dio",2.835882,1982,"1/1/82",0,97,"Attila flagello di Dio",5.7,54
"1768",0,171,"tt0083686","fr","La Boum 2",4.964833,1982,"12/8/82",0,109,"The Party 2",6.3,134
"1769",0,26639,"tt0083694","en","Britannia Hospital",2.008448,1982,"5/27/82",0,116,"Britannia Hospital",7.5,13
"1770",0,42124,"tt0083702","en","Burden of Dreams",2.712121,1982,"5/30/82",0,95,"Burden of Dreams",7.7,28
"1771",2e+07,13497,"tt0303933","en","Drumline",5.270187,2002,"12/13/02",57588485,118,"Drumline",6.2,118
"1772",5.5e+07,7303,"tt0252076","en","Maid in Manhattan",7.291939,2002,"12/13/02",154906693,105,"Maid in Manhattan",5.6,493
"1773",6e+07,201,"tt0253754","en","Star Trek: Nemesis",11.367801,2002,"12/13/02",67312826,117,"Star Trek: Nemesis",6.1,488
"1774",0,33504,"tt0243794","es","El Bola",2.503983,2000,"10/20/00",0,83,"El Bola",7.1,26
"1775",0,18602,"tt0300214","en","Morvern Callar",2.328347,2002,"1/1/02",0,97,"Morvern Callar",7.2,34
"1776",7.9e+07,121,"tt0167261","en","The Lord of the Rings: The Two Towers",29.423537,2002,"12/18/02",926287400,179,"The Lord of the Rings: The Two Towers",8,7641
"1777",0,25838,"tt0245929","zh","鬼子来了",2.438822,2000,"5/12/00",0,139,"Devils on the Doorstep",7.7,37
"1778",6e+07,2642,"tt0313737","en","Two Weeks Notice",7.738531,2002,"12/19/02",93354918,101,"Two Weeks Notice",5.9,505
"1779",0,9491,"tt0099160","en","Blue Steel",5.200399,1990,"3/16/90",0,102,"Blue Steel",5.4,70
"1780",1750000,25848,"tt0050629","en","Legend of the Lost",4.250819,1957,"12/17/57",2200000,109,"Legend of the Lost",6.1,12
"1781",0,14931,"tt0100143","en","Miami Blues",3.206796,1990,"4/20/90",0,97,"Miami Blues",5.7,42
"1782",0,11317,"tt0110613","en","My Girl 2",4.911734,1994,"2/11/94",0,99,"My Girl 2",5.4,111
"1783",16500000,4032,"tt0102492","en","My Girl",8.605742,1991,"11/27/91",0,102,"My Girl",7,441
"1784",70000,26946,"tt0050147","en","Attack of the Crab Monsters",5.264676,1957,"2/10/57",0,62,"Attack of the Crab Monsters",4.9,16
"1785",0,20424,"tt0045917","en","Invaders from Mars",3.262443,1953,"4/22/53",0,78,"Invaders from Mars",6,51
"1786",0,4435,"tt0249371","hi","अशोक",1.484908,2001,"9/13/01",1.9e+07,155,"Asoka",5.8,28
"1787",0,18002,"tt0199727","en","Love, Honour and Obey",4.886559,2000,"4/7/00",0,103,"Love, Honour and Obey",6.6,23
"1788",0,21332,"tt0091814","en","Quicksilver",2.732817,1986,"2/14/86",0,105,"Quicksilver",5.5,24
"1789",5.2e+07,640,"tt0264464","en","Catch Me If You Can",19.833077,2002,"12/25/02",352114312,141,"Catch Me If You Can",7.7,3917
"1790",4e+07,10599,"tt0255477","it","Pinocchio",6.463613,2002,"12/25/02",41323171,108,"Pinocchio",5.6,144
"1791",0,18773,"tt0106753","en","Doppelganger",1.166411,1993,"3/1/93",0,104,"Doppelganger",4.4,19
"1792",1.5e+07,16225,"tt0119273","en","Heavy Metal 2000",3.511503,2000,"4/19/00",0,88,"Heavy Metal 2000",5.2,38
"1793",0,28679,"tt0080503","it","La casa sperduta nel parco",3.227677,1980,"11/6/80",0,91,"House on the Edge of the Park",5.8,24
"1794",3e+07,4912,"tt0270288","en","Confessions of a Dangerous Mind",11.331072,2002,"12/30/02",33013805,113,"Confessions of a Dangerous Mind",6.6,281
"1795",0,23626,"tt0330069","en","Blue Collar Comedy Tour: The Movie",1.578537,2003,"3/28/03",604856,105,"Blue Collar Comedy Tour: The Movie",6,16
"1796",0,36273,"tt0246498","ja","Hyôryû-gai",0.408024,2000,"9/15/00",0,102,"The City of Lost Souls",6.6,9
"1797",2e+07,9582,"tt0295289","en","A Guy Thing",4.444724,2003,"1/17/03",17432163,101,"A Guy Thing",5.3,85
"1798",0,15842,"tt0285280","da","En kærlighedshistorie",0.918722,2001,"10/26/01",0,93,"Kira's Reason: A Love Story",4.9,4
"1799",0,15278,"tt0106500","en","CB4",11.449373,1993,"3/12/93",17953778,89,"CB4",6.2,43
"1800",25300000,5968,"tt0088414","en","The Woman in Red",19.856025,1984,"8/15/84",0,87,"The Woman in Red",5.6,101
"1801",0,10727,"tt0282209","en","Darkness Falls",11.878552,2003,"1/24/03",0,86,"Darkness Falls",4.9,161
"1802",0,9045,"tt0280653","fr","Amen.",4.576053,2002,"2/13/02",0,132,"Amen.",7.1,75
"1803",0,55909,"tt0071334","en","Claudine",1.421475,1974,"4/22/74",0,92,"Claudine",6.1,8
"1804",0,31916,"tt0054805","en","The Devil at 4 O'Clock",1.393799,1961,"10/18/61",0,126,"The Devil at 4 O'Clock",6.2,13
"1805",0,7514,"tt0070155","en","The Harder They Come",6.820596,1972,"9/1/72",0,103,"The Harder They Come",6.8,23
"1806",3e+06,29463,"tt0089444","en","Krush Groove",1.560562,1985,"10/25/85",0,97,"Krush Groove",7,12
"1807",2.4e+07,12253,"tt0326769","en","Biker Boyz",11.269558,2003,"1/31/03",23510601,110,"Biker Boyz",5,63
"1808",2.6e+07,9358,"tt0309593","en","Final Destination 2",12.638573,2003,"1/31/03",90426405,90,"Final Destination 2",5.9,1046
"1809",0,34374,"tt0079592","en","Murder by Decree",7.92465,1979,"2/1/79",0,124,"Murder by Decree",6.5,26
"1810",0,12490,"tt0160611","en","Ordinary Decent Criminal",10.267029,2000,"1/7/00",0,93,"Ordinary Decent Criminal",6,66
"1811",0,43028,"tt0055597","en","Victim",1.289505,1961,"8/1/61",0,90,"Victim",7,25
"1812",0,4193,"tt0083908","en","Evil Under the Sun",10.526095,1982,"3/5/82",6110000,117,"Evil Under the Sun",6.5,73
"1813",0,3028,"tt0084171","en","Jekyll and Hyde ... Together Again",1.352979,1982,"11/10/82",0,87,"Jekyll and Hyde ... Together Again",4.6,5
"1814",0,10150,"tt0084237","en","The Last Unicorn",6.634939,1982,"11/19/82",6455530,92,"The Last Unicorn",7,117
"1815",0,20980,"tt0085852","en","Liquid Sky",1.076213,1982,"8/1/82",0,112,"Liquid Sky",6.1,22
"1816",0,16407,"tt0084266","cn","Dragon Lord",4.068513,1982,"1/21/82",0,86,"Dragon Lord",6.1,22
"1817",0,41913,"tt0084293","en","Making Love",3.389796,1982,"2/12/82",0,113,"Making Love",4.9,9
"1818",0,124963,"tt0084351","fr","Monsignor",0.744858,1982,"10/22/82",0,121,"Monsignor",4.8,4
"1819",0,42130,"tt0084422","it","La Notte di San Lorenzo",0.622531,1982,"9/16/82",0,105,"The Night of the Shooting Stars",6.3,17
"1820",0,23942,"tt0084469","en","Paradise",1.895489,1982,"3/25/82",5588800,100,"Paradise",5.6,25
"1821",0,37997,"tt0084488","en","Permanent Vacation",2.212593,1980,"1/1/80",0,75,"Permanent Vacation",6,28
"1822",0,127,"tt0084549","pl","Przypadek",3.208221,1987,"1/10/87",0,123,"Blind Chance",7.7,29
"1823",0,2262,"tt0084654","de","Die Sehnsucht der Veronika Voss",1.126574,1982,"2/8/82",0,104,"Veronika Voss",7,21
"1824",0,52772,"tt0084675","en","Shoot the Moon",1.194891,1982,"1/22/82",8100000,124,"Shoot the Moon",5.7,7
"1825",0,49409,"tt0084728","en","Starstruck",0.039514,1982,"4/8/82",0,105,"Starstruck",8,1
"1826",0,48139,"tt0084740","es","El Sur",1.152642,1983,"5/18/83",0,95,"El Sur",7.2,16
"1827",0,48561,"tt0084821","it","La traviata",0.329373,1982,"10/7/82",0,109,"La traviata",6.6,7
"1828",0,38219,"tt0084935","it","Il mondo di Yor",0.737005,1983,"8/19/83",0,98,"Yor, the Hunter from the Future",3.8,8
"1829",0,23943,"tt0084945","en","Zapped!",3.435989,1982,"7/23/82",0,98,"Zapped!",5.1,38
"1830",0,22707,"tt0303297","en","Amandla! A Revolution in Four-Part Harmony",0.173464,2002,"9/21/02",405331,103,"Amandla! A Revolution in Four-Part Harmony",8,3
"1831",0,50380,"tt0196708","en","Lockdown",0.359979,2000,"9/15/00",0,105,"Lockdown",5.6,11
"1832",2700000,17264,"tt0078872","en","The Black Stallion",10.246132,1979,"10/17/79",37799643,118,"The Black Stallion",7,59
"1833",0,33221,"tt0104522","en","Into the West",1.979369,1992,"10/23/92",0,97,"Into the West",6.8,8
"1834",0,26173,"tt0071866","en","Mr. Majestyk",2.073746,1974,"7/17/74",0,103,"Mr. Majestyk",7,32
"1835",0,33055,"tt0091575","en","Murphy's Law",2.722264,1986,"4/18/86",0,100,"Murphy's Law",6.1,19
"1836",8e+05,33364,"tt0059573","en","A Patch of Blue",2.46167,1965,"12/10/65",6792000,105,"A Patch of Blue",7.6,27
"1837",0,31598,"tt0100442","en","Q & A",2.79389,1990,"4/27/90",0,132,"Q & A",6.6,22
"1838",0,77283,"tt0276276","en","The Lawless Heart",0.441662,2002,"6/28/02",0,100,"The Lawless Heart",4.3,3
"1839",0,41820,"tt0240980","en","Till Human Voices Wake Us",0.410083,2002,"9/12/02",0,101,"Till Human Voices Wake Us",5.4,9
"1840",0,9613,"tt0278731","en","Spider",5.812918,2002,"12/13/02",0,98,"Spider",6.4,176
"1841",0,210938,"tt0116169","en","Edie & Pen",1.727228,1996,"5/10/96",0,96,"Edie & Pen",6.7,3
"1842",0,49680,"tt0287471","he","Hatuna Meuheret",0.916098,2001,"1/1/01",0,102,"Late Marriage",6,7
"1843",0,54845,"tt0105645","en","Trouble Bound",0.366457,1993,"1/9/93",0,90,"Trouble Bound",3.7,3
"1844",7e+07,9567,"tt0314353","en","Tears of the Sun",10.614987,2003,"3/7/03",85632458,121,"Tears of the Sun",6.4,582
"1845",0,170400,"tt0235412","en","Gaudi Afternoon",0.845166,2001,"5/1/01",0,97,"Gaudi Afternoon",5.7,6
"1846",0,44081,"tt0250125","fa","Zir-e poost-e shahr",0.072402,2001,"2/4/01",0,92,"Under the Skin of the City",6.5,2
"1847",0,125413,"tt0050383","en","Fear Strikes Out",0.647084,1957,"3/20/57",0,100,"Fear Strikes Out",7,2
"1848",0,71142,"tt0102593","en","One Good Cop",3.167139,1991,"5/3/91",0,105,"One Good Cop",4.8,18
"1849",1200000,2671,"tt0178868","ja","リング",6.486126,1998,"1/31/98",8690429,96,"Ringu",6.9,310
"1850",6e+06,9669,"tt0218553","ja","リング 2",5.277814,1999,"1/23/99",18686644,92,"Ringu 2",5.4,81
"1851",0,45129,"tt0096028","hi","Salaam Bombay!",2.533455,1988,"8/24/88",2080046,113,"Salaam Bombay!",7.1,19
"1852",8e+06,42618,"tt0065054","en","Sweet Charity",0.537378,1969,"1/1/69",2e+07,149,"Sweet Charity",6.5,15
"1853",0,41164,"tt0103036","en","Talent for the Game",0.261989,1991,"4/26/91",0,91,"Talent for the Game",6,1
"1854",6.8e+07,6171,"tt0285531","en","Dreamcatcher",7.694847,2003,"3/21/03",75715436,136,"Dreamcatcher",5.2,574
"1855",0,14675,"tt0028597","en","The Awful Truth",8.105442,1937,"1/1/37",0,91,"The Awful Truth",7.2,48
"1856",0,42695,"tt0061834","sv","Jag är nyfiken - en film i gult",1.478689,1967,"1/1/67",0,121,"I Am Curious (Yellow)",4.7,17
"1857",0,80243,"tt0318025","zh","任逍遥",0.737946,2002,"6/6/02",0,113,"Unknown Pleasures",6.8,11
"1858",0,16425,"tt0283897","en","Assassination Tango",1.21683,2002,"9/11/02",0,114,"Assassination Tango",5.3,8
"1859",0,62184,"tt0116261","en","Eye of God",0.119266,1997,"10/17/97",0,84,"Eye of God",6,3
"1860",0,79615,"tt0094020","sv","Square Dance",0.200027,1987,"3/1/87",225358,112,"Square Dance",5.3,3
"1861",0,284096,"tt0277622","en","Cet Amour-là",0.060572,2001,"9/11/01",0,100,"Cet Amour-là",7,1
"1862",0,17995,"tt0337996","en","DysFunktional Family",0.726802,2003,"4/4/03",0,89,"DysFunktional Family",6.1,4
"1863",7500000,21052,"tt0304328","en","Levity",2.400607,2003,"3/16/03",209151,100,"Levity",5.9,26
"1864",7.5e+07,9506,"tt0305224","en","Anger Management",9.409379,2003,"4/11/03",195745823,106,"Anger Management",5.9,937
"1865",0,18941,"tt0329355","en","Marion Bridge",0.431196,2003,"4/18/03",0,90,"Marion Bridge",6.2,6
"1866",6e+06,13370,"tt0310281","en","A Mighty Wind",4.672036,2003,"4/16/03",18750246,91,"A Mighty Wind",6.6,75
"1867",0,10180,"tt0236027","da","Blinkende lygter",2.553711,2000,"11/3/00",0,109,"Flickering Lights",7.1,49
"1868",6500000,10514,"tt0066769","en","The Andromeda Strain",11.081253,1971,"3/12/71",12376563,131,"The Andromeda Strain",7,196
"1869",0,14308,"tt0327920","en","I Am Trying to Break Your Heart",0.998704,2002,"6/21/02",0,92,"I Am Trying to Break Your Heart",8,4
"1870",7e+06,16651,"tt0250371","en","The Other Side of Heaven",1.782377,2001,"4/12/01",4720371,113,"The Other Side of Heaven",6.7,14
"1871",0,108553,"tt0100611","en","Sibling Rivalry",1.243129,1990,"10/26/90",0,87,"Sibling Rivalry",3.8,12
"1872",0,12661,"tt0108442","en","Undercover Blues",2.614785,1993,"9/10/93",12416686,90,"Undercover Blues",6.2,47
"1873",0,26866,"tt0055832","fr","Cartouche",3.086951,1962,"3/7/62",0,104,"Swords of Blood",6.4,15
"1874",3e+06,47762,"tt0102849","en","Scenes from a Mall",1.739182,1991,"2/22/91",9563393,89,"Scenes from a Mall",4.8,22
"1875",3e+07,2832,"tt0309698","en","Identity",17.955897,2003,"4/25/03",90259536,90,"Identity",7.1,1090
"1876",2500000,72996,"tt0332605","ru","Dom durakov",0.870645,2002,"12/6/02",57862,104,"House of Fools",5.7,9
"1877",0,15098,"tt0252684","en","Manic",2.544943,2001,"1/27/01",0,100,"Manic",7.2,32
"1878",0,16636,"tt0334405","en","Spellbound",2.445503,2002,"11/13/02",0,97,"Spellbound",7.2,43
"1879",0,15394,"tt0285861","en","Owning Mahowny",3.015314,2003,"5/2/03",0,104,"Owning Mahowny",6.8,37
"1880",0,22958,"tt0308878","en","The Shape of Things",2.897666,2003,"1/1/03",0,96,"The Shape of Things",6.4,38
"1881",0,15850,"tt0250067","en","The Trip",3.120644,2002,"11/1/02",0,95,"The Trip",5.4,15
"1882",0,10989,"tt0237993","is","101 Reykjavík",6.565758,2000,"5/31/00",0,88,"101 Reykjavik",6.7,34
"1883",0,15259,"tt0086998","en","Breakin'",2.598283,1984,"1/10/84",0,90,"Breakin'",5.8,32
"1884",0,45069,"tt0290664","en","Hysterical Blindness",5.003372,2002,"1/1/02",0,99,"Hysterical Blindness",4.9,8
"1885",2e+06,11424,"tt0049314","en","High Society",4.534136,1956,"7/17/56",0,111,"High Society",7.2,48
"1886",0,34857,"tt0045963","en","Kiss Me Kate",12.325805,1953,"11/26/53",0,109,"Kiss Me Kate",6.8,24
"1887",1.5e+08,604,"tt0234215","en","The Matrix Reloaded",16.229317,2003,"5/15/03",738599701,138,"The Matrix Reloaded",6.7,3500
"1888",0,2260,"tt0342172","en","Capturing the Friedmans",4.453296,2003,"5/30/03",3117985,107,"Capturing the Friedmans",7.4,112
"1889",0,39125,"tt0263671","en","Love the Hard Way",1.955042,2003,"3/27/03",0,0,"Love the Hard Way",7.2,8
"1890",0,47423,"tt0101020","cn","纵横四海",7.625338,1991,"2/2/91",4303351,103,"Once a Thief",6.7,28
"1891",30000,28503,"tt0056983","en","Dementia 13",1.990789,1963,"9/25/63",0,75,"Dementia 13",5.4,24
"1892",0,51391,"tt0307197","fr","Un coupable idéal",1.010752,2001,"9/14/01",0,111,"Murder on a Sunday Morning",7.7,13
"1893",0,50285,"tt0178022","en","Siam Sunset",0.595602,1999,"9/9/99",0,91,"Siam Sunset",6.7,6
"1894",9e+06,29514,"tt0100827","en","Due occhi diabolici",8.027314,1990,"1/25/90",0,120,"Two Evil Eyes",6.1,36
"1895",0,147729,"tt0071143","en","Animals Are Beautiful People",1.582132,1974,"11/14/74",0,92,"Animals Are Beautiful People",7.5,21
"1896",0,32328,"tt0057093","en","Gay Purr-ee",1.976192,1962,"10/24/62",0,85,"Gay Purr-ee",6.4,14
"1897",0,21027,"tt0059711","en","Shenandoah",3.265501,1965,"6/3/65",0,105,"Shenandoah",6.7,33
"1898",0,36807,"tt0120142","en","The 6th Man",3.747649,1997,"3/28/97",0,107,"The Sixth Man",5,23
"1899",0,8092,"tt0108330","en","This Boy’s Life",9.665142,1993,"4/9/93",4104962,115,"This Boy’s Life",7,192
"1900",0,1403,"tt0060355","en","Duel at Diablo",4.299387,1966,"6/15/66",0,103,"Duel at Diablo",6.3,22
"1901",0,42541,"tt0053841","en","From the Terrace",0.578068,1960,"9/9/60",0,149,"From the Terrace",5.8,5
"1902",0,37103,"tt0050490","en","Heaven Knows, Mr. Allison",3.584126,1957,"3/13/57",0,108,"Heaven Knows, Mr. Allison",6.8,27
"1903",0,46059,"tt0068718","en","The Hot Rock",2.787865,1972,"1/26/72",0,101,"The Hot Rock",6.7,27
"1904",5e+06,19728,"tt0060177","en","The Blue Max",4.361613,1966,"6/21/66",0,156,"The Blue Max",6.6,29
"1905",0,49842,"tt0039739","fr","Quai des Orfèvres",4.72304,1947,"10/3/47",152961,106,"Quai des Orfèvres",7.8,15
"1906",0,30708,"tt0069834","en","Cahill U.S. Marshal",3.131954,1973,"7/11/73",0,103,"Cahill U.S. Marshal",5.7,33
"1907",6e+06,38765,"tt0065547","en","Chisum",3.334076,1970,"7/23/70",0,111,"Chisum",6.7,49
"1908",0,30529,"tt0117959","it","La tregua",0.956069,1997,"2/10/97",0,125,"The Truce",5.4,10
"1909",0,43516,"tt0036377","en","The Song of Bernadette",1.171051,1943,"12/21/43",0,156,"The Song of Bernadette",7.4,16
"1910",0,48864,"tt0100924","en","Where the Heart Is",1.449361,1990,"2/23/90",0,107,"Where the Heart Is",6.3,9
"1911",1.9e+07,10152,"tt0329028","en","Dumb and Dumberer: When Harry Met Lloyd",9.280038,2003,"6/13/03",39267515,85,"Dumb and Dumberer: When Harry Met Lloyd",4.1,211
"1912",1.2e+07,31246,"tt0339034","en","From Justin to Kelly",1.695369,2003,"6/20/03",4922166,90,"From Justin to Kelly",3,23
"1913",0,18300,"tt0293116","fr","Décalage horaire",3.490296,2002,"10/30/02",0,91,"Jet Lag",5.7,26
"1914",0,185465,"tt0298050","en","Manito",0.131027,2002,"1/15/02",0,78,"Manito",5.5,2
"1915",0,210728,"tt0253335","en","No Turning Back",0.003326,2002,"6/21/02",0,101,"No Turning Back",0,0
"1916",3e+07,17813,"tt0318283","en","Alex & Emma",5.236854,2003,"6/16/03",15368897,96,"Alex & Emma",5,71
"1917",0,94996,"tt0302889","en","On_Line",0.341883,2002,"2/28/02",0,97,"On_Line",6,1
"1918",0,35068,"tt0067458","en","Murphy's War",1.276311,1971,"7/1/71",0,107,"Murphy's War",6.4,15
"1919",130000,216,"tt0071141","de","Angst essen Seele auf",5.855308,1974,"3/5/74",0,93,"Ali: Fear Eats the Soul",7.5,74
"1920",2500000,47676,"tt0106447","en","Bodies, Rest & Motion",2.296734,1993,"1/10/93",764083,95,"Bodies, Rest & Motion",4.3,8
"1921",0,113739,"tt0056415","en","Ring of Terror",0.450432,1962,"2/1/62",0,71,"Ring of Terror",1.2,5
"1922",575,52758,"tt0029808","en","You Only Live Once",1.543832,1937,"1/29/37",0,86,"You Only Live Once",7.2,27
"1923",3e+06,24109,"tt0076059","en","Fun with Dick and Jane",1.224832,1977,"3/18/77",0,95,"Fun with Dick and Jane",6.6,13
"1924",0,19957,"tt0045966","en","Knights of the Round Table",4.861517,1953,"12/22/53",0,115,"Knights of the Round Table",6.8,18
"1925",0,42176,"tt0079510","en","The Main Event",2.467596,1979,"6/22/79",0,112,"The Main Event",4.8,13
"1926",0,39231,"tt0058324","en","Man's Favorite Sport?",3.070786,1964,"1/29/64",0,120,"Man's Favorite Sport?",5.8,23
"1927",0,18722,"tt0104926","en","Mr. Baseball",11.950477,1992,"10/1/92",2e+07,108,"Mr. Baseball",5.8,37
"1928",7800000,302,"tt0324133","en","Swimming Pool",14.481103,2003,"5/18/03",22441323,102,"Swimming Pool",6.5,154
"1929",1.4e+08,22,"tt0325980","en","Pirates of the Caribbean: The Curse of the Black Pearl",47.326665,2003,"7/9/03",655011224,143,"Pirates of the Caribbean: The Curse of the Black Pearl",7.5,7191
"1930",0,554,"tt0308476","ru","Kukushka",2.481165,2002,"1/1/02",0,100,"The Cuckoo",6.9,24
"1931",0,17920,"tt0300015","en","I Capture the Castle",2.625315,2003,"5/9/03",0,113,"I Capture the Castle",7.1,26
"1932",4e+07,9486,"tt0274166","en","Johnny English",8.739991,2003,"4/6/03",160583018,88,"Johnny English",6,875
"1933",0,3472,"tt0301199","en","Dirty Pretty Things",5.349653,2002,"9/5/02",0,97,"Dirty Pretty Things",6.8,135
"1934",0,35265,"tt0322725","it","L'imbalsamatore",1.40558,2002,"9/6/02",56878,101,"L'imbalsamatore",7,17
"1935",0,11894,"tt0101635","en","Curly Sue",8.965053,1991,"10/24/91",0,101,"Curly Sue",5.5,112
"1936",0,12649,"tt0053084","en","The Mouse That Roared",2.612138,1959,"7/17/59",0,83,"The Mouse That Roared",6.9,23
"1937",0,47232,"tt0278487","en","Hotel",0.763339,2001,"1/1/01",0,93,"Hotel",3.5,5
"1938",4e+06,54580,"tt0319769","es","Los lunes al sol",2.061389,2002,"9/27/02",146402,113,"Mondays in the Sun",7,37
"1939",0,12530,"tt0068240","en","Avanti!",10.088989,1972,"12/17/72",0,140,"Avanti!",6.8,49
"1940",0,29805,"tt0071706","en","Juggernaut",11.665082,1974,"9/25/74",0,109,"Juggernaut",6,35
"1941",3500000,53021,"tt0058265","en","Kiss Me, Stupid",2.126174,1964,"12/22/64",0,125,"Kiss Me, Stupid",6.7,28
"1942",3e+06,430,"tt0055256","en","One, Two, Three",3.044499,1961,"12/15/61",4e+06,115,"One, Two, Three",7.6,66
"1943",0,21449,"tt0061177","en","What's Up, Tiger Lily?",2.916982,1966,"11/2/66",0,80,"What's Up, Tiger Lily?",5.6,49
"1944",2.6e+07,10330,"tt0322330","en","Freaky Friday",7.867999,2003,"8/3/03",110230332,97,"Freaky Friday",6,919
"1945",0,125952,"tt0298126","en","Bord de mer",0.69918,2002,"5/1/02",0,90,"Seaside",2.5,2
"1946",8e+07,9257,"tt0257076","en","S.W.A.T.",13.334952,2003,"8/8/03",116643346,117,"S.W.A.T.",5.8,780
"1947",0,17180,"tt0310149","ja","修羅雪姫",1.287847,2001,"12/15/01",0,95,"Princess Blade",5.6,9
"1948",0,12491,"tt0054599","it","Accattone",2.557031,1961,"8/31/61",0,120,"Accattone",7.8,49
"1949",0,27814,"tt0094793","en","Brain Damage",4.899686,1988,"4/15/88",0,86,"Brain Damage",6.8,54
"1950",0,41206,"tt0039335","en","A Double Life",0.818896,1947,"12/25/47",0,104,"A Double Life",7.1,13
"1951",0,33954,"tt0061132","it","Uccellacci e uccellini",2.833298,1966,"1/5/66",0,89,"Hawks and Sparrows",7.1,38
"1952",0,48364,"tt0073345","en","The Man in the Glass Booth",0.528522,1975,"1/27/75",0,117,"The Man in the Glass Booth",6.7,7
"1953",0,71010,"tt0257019","en","Purpose",0.557885,2002,"2/21/02",0,96,"Purpose",3.5,2
"1954",0,833,"tt0045274","it","Umberto D.",5.71023,1952,"1/20/52",0,89,"Umberto D.",8,92
"1955",2.2e+07,2055,"tt0316356","en","Open Range",16.532577,2003,"8/29/03",68296293,139,"Open Range",7,268
"1956",2e+07,14926,"tt0263757","en","Uptown Girls",5.555088,2003,"8/15/03",37095657,92,"Uptown Girls",6.1,193
"1957",0,1778,"tt0309326","en","The Backyard",0.132979,2002,"3/8/02",0,80,"The Backyard",9,2
"1958",0,44408,"tt0280523","en","Carnages",0.100901,2002,"5/17/02",0,130,"Carnage",7.5,2
"1959",0,79888,"tt0106536","en","The Cemetery Club",0.562187,1993,"2/3/93",0,107,"The Cemetery Club",3,4
"1960",0,21989,"tt0087425","en","Hot Dog... The Movie",2.029222,1984,"1/13/84",0,96,"Hot Dog... The Movie",4.4,24
"1961",6e+06,41759,"tt0107504","en","Man's Best Friend",4.719295,1993,"11/19/93",12974636,97,"Man's Best Friend",5.5,26
"1962",0,48791,"tt0110891","en","Prince of Jutland",3.709507,1994,"2/23/94",0,85,"Royal Deceit",6.1,10
"1963",777000,636,"tt0066434","en","THX 1138",8.152085,1971,"3/11/71",2437000,86,"THX 1138",6.4,265
"1964",2e+05,40920,"tt0303313","en","The Business of Fancydancing",0.102743,2002,"1/14/02",0,103,"The Business of Fancydancing",8,2
"1965",0,43048,"tt0054412","en","Tunes of Glory",1.336759,1960,"8/16/60",0,102,"Tunes of Glory",7.1,14
"1966",0,9051,"tt0078721","en","10",8.539083,1979,"10/4/79",74865517,122,"10",5.4,69
"1967",1.1e+07,9362,"tt0100814","en","Tremors",15.750026,1990,"1/19/90",48572000,96,"Tremors",6.6,882
"1968",5e+05,19542,"tt0040725","en","The Red Shoes",10.44551,1948,"7/20/48",0,133,"The Red Shoes",8.2,124
"1969",8e+05,4593,"tt0068361","fr","Le Charme discret de la bourgeoisie",4.8779,1972,"9/15/72",0,101,"The Discreet Charm of the Bourgeoisie",7.4,140
"1970",0,41806,"tt0101025","es","¡Ay, Carmela!",0.940509,1990,"3/16/90",2e+06,102,"Ay, Carmela!",6.5,11
"1971",0,143795,"tt0311356","en","War and Peace",0.003492,2002,"4/14/02",0,148,"War and Peace",0,0
"1972",0,26246,"tt0104504","en","Incident at Oglala",0.501794,1992,"5/8/92",0,89,"Incident at Oglala",8.2,3
"1973",0,20815,"tt0099731","en","The Handmaid's Tale",3.163613,1990,"3/9/90",0,108,"The Handmaid's Tale",5.8,31
"1974",0,19433,"tt0308808","en","Revolution OS",3.14531,2001,"1/1/01",0,85,"Revolution OS",6.9,21
